Nom,Link,Pagina,Imatge,Dificultat,Temps,Dieta,Ingredients,Preparacio,Tags
Tallarines amb musclos,https://www.3cat.cat/tv3/cuines/recepta/tallarines-amb-musclos/44716/,3,https://img.3cat.cat/multimedia/jpg/5/0/1728465736605_326.jpg,Baixa,Menys d'una hora,,"[""350 g tallarines1 kg musclos roca400 g cirerols40 g pinyons1 cabeça d'alls10 ml vi blancCaienaLlorer10 ml vinagre de viOlives negresOli OVEPebre negreSal"", '350 g tallarines', '1 kg musclos roca', '400 g cirerols', '40 g pinyons', ""1 cabeça d'alls"", '10 ml vi blanc', 'Caiena', 'Llorer', '10 ml vinagre de vi', 'Olives negres', 'Oli OVE', 'Pebre negre', 'Sal']","['Netegem un quilo de musclos, els traiem les barbes.\xa0\xa0', 'Posem una cassola ampla a escalfar i hi tirem els musclos. Si no hi ha espai per a tots, ho farem en tandes.\xa0\xa0', ""Anem pescant els musclos a mesura que s'obrin.\xa0\xa0"", 'Un cop pescats tots, els traiem la closca i guardem el musclo en\xa0un bol.\xa0\xa0', ""Colem l'aigua que han deixat els musclos i en fem servir una part per cobrir els musclos pelats perquè no s'assequin. La resta de l'aigua dels musclos la farem servir per a la salsa. Tirem un raig d'oli OVE als musclos.\xa0\xa0"", ""Posem en una safata de forn 400 g de cirerols nets i una cabeça d'alls partida per la meitat.\xa0\xa0"", ""Hi posem un raig d'oli OVE i ho portem al forn 15' a 180º.\xa0\xa0"", 'Posem 10 ml de vi blanc i 10 ml de vinagre de vi i una fulla de llorer en\xa0un got batedor. Quan hagin passat els 15 minuts de forn, tirem aquesta barreja de vi i vinagre als cirerols i els deixem coent-se 5 minuts més.\xa0', 'Passat aquest temps, traiem els cirerols del forn i deixem que es refredin. Quan es puguin tocar sense que ens cremem, els pelarem.\xa0', ""Els posem, pelats, en un got batedor i posem l'aigua de la pasta a bullir.\xa0\xa0"", ""Tirem un grapat de sal a l'aigua.\xa0\xa0"", 'Posem una paella a escalfar per torrar 40 g de pinyons.\xa0\xa0', 'Si ja bull, hi tirem 350 g de tallarines.\xa0\xa0', 'Anem torrant els pinyons.\xa0\xa0', ""Posem els alls escalivats dels tomàquets al got batedor amb els tomàquets pelats. Triturem tomàquets i alls i hi afegim l'aigua dels musclos. Hi afegim una caiena.\xa0"", 'Tirem a la salsa els pinyons torrats. Ho barregem tot amb el braç batedor.\xa0', 'Coem la pasta uns minuts menys del que ens diu el paquet.\xa0\xa0', 'Posem una cassola ampla a escalfar.\xa0', 'Un cop feta la pasta, la pesquem i la posem a la cassola ampla i calenta.\xa0\xa0', ""Tirem la salsa de cirerols a les tallarines i ho integrem. Si cal, hi podem afegir l'aigua de cocció de les tallarines.\xa0\xa0"", 'Posem els musclos a la cassola.\xa0', ""Hi afegim unes fulles d'alfàbrega tallades a mà i unes olives negres.\xa0\xa0""]","['Pasta', 'Tomàquets', 'All', 'Musclos', 'Pebre negre']"
Snack de cigrons,https://www.3cat.cat/tv3/cuines/recepta/snack-de-cigrons/44637/,3,https://img.3cat.cat/multimedia/jpg/8/4/1728287594248_326.jpg,Baixa,Menys de 30 minuts,Vegana,"['INGREDIENTS PER A 1 PERSONA:150 g de cigrons cuitsFlocs de caienaComí en polsSèsam torratOli OVEPebreSal', 'INGREDIENTS PER A 1 PERSONA:', '150 g de cigrons cuits', 'Flocs de caiena', 'Comí en pols', 'Sèsam torrat', 'Oli OVE', 'Pebre', 'Sal']","['Colem 150 g de cigrons i -un cop escorreguts- els passem per paper absorbent. Després els passem a una safata.\xa0', ""Aboquem els cigrons a una paella, que tapem. Els saltem una estona amb un bon raig d'oli.\xa0"", 'Preparem un assaonat posant en un bol uns flocs de caiena, una culleradeta generosa de comí en pols, pebre negre i sal. Ho barregem bé.\xa0', 'Aboquem el contingut a sobre dels cigrons i ho barregem bé.\xa0', 'Emplatem amb una mica de sèsam torrat per sobre.\xa0']","['Cigró', 'Comí', 'Pebre negre', 'Bitxo', 'Oli']"
Carbassa rostida,https://www.3cat.cat/tv3/cuines/recepta/carbassa-rostida/44337/,3,https://img.3cat.cat/multimedia/jpg/4/8/1727080186384_326.jpg,Baixa,Menys de 30 minuts,Vegetariana,"['1 RACIÓ150 g carbassa90 g mató de cabraFarigola frescaMenta frescaOrenga frescaOli OVEPebre negreSal', '1 RACIÓ', '', '150 g carbassa', '90 g mató de cabra', 'Farigola fresca', 'Menta fresca', 'Orenga fresca', 'Oli OVE', 'Pebre negre', 'Sal']","['Pelem 150 g de carbassa i la tallem a bastons.\xa0', ""Salpebrem els bastons i els portem al recipient apte per a la fregidora d'aire.\xa0\xa0"", ""Hi afegim unes fulles de farigola fresca i un raig d'oli OVE.\xa0\xa0"", ""Coem la carbassa 10 minuts a 190 °C a la fregidora d'aire.\xa0"", 'Mentrestant, posem 90 g de mató de cabra en un bol amb un pessic de sal.\xa0', 'Ho integrem amb una forquilla i hi posem unes fulles de menta fresca picades.\xa0', ""Presentem la carbassa cuita amb el bol amb mató i menta al costat. Afegim unes fulles d'orenga fresca al mató.\xa0""]","['Carbassa', 'Formatge', 'Farigola', 'Orenga']"
Moniato farcit,https://www.3cat.cat/tv3/cuines/recepta/moniato-farcit/44336/,3,https://img.3cat.cat/multimedia/jpg/6/5/1727079725056_326.jpg,Baixa,Menys de 30 minuts,,"[""1 ració:1 moniato1 iogurt grec1 cogombre4 lloms d'anxovesOli OVEPebre negreSal"", '1 ració:', '1 moniato', '1 iogurt grec', '1 cogombre', ""4 lloms d'anxoves"", 'Oli OVE', 'Pebre negre', 'Sal']","['Emboliquem un moniato no gaire gros amb un drap de cotó moll i el posem sobre un plat que pugui anar al microones. En un micro de 800 W, deixarem que es cogui uns 9 minuts.\xa0\xa0', 'Punxem el moniato amb un escuradents o un ganivet i, si ja és cuit, el deixem refredar, desembolicat, al mateix plat. Si li cal més temps, el tornem al microones.\xa0\xa0', 'Un cop tebi, obrim el moniato per la meitat longitudinal i el salpebrem.\xa0', 'Tallem per la meitat un cogombre net sense pelar i el ratllem sobre un drap de cotó. Hi posem una mica de sal i lliguem el drap.\xa0', ""Piquem 4 filets d'anxova.\xa0\xa0"", 'Afegim al bol amb anxoves un iogurt grec i ho barregem bé amb forquilla.\xa0\xa0', 'Espremem el cogombre perquè tregui el líquid.\xa0', ""Reservem una mica de cogombre per a l'emplatat, i la resta el posem en un bol amb el iogurt i les anxoves. Ho barregem tot.\xa0"", ""Farcim el moniato amb el tzatziki de cogombre i anxoves i hi afegim una mica de pebre negre. Hi afegim una mica d'oli OVE per sobre.\xa0""]","['Cogombre', 'Anxoves', 'Iogurt', 'Formatge']"
Entrepà de sobrassada i sípia,https://www.3cat.cat/tv3/cuines/recepta/entrepa-de-sobrassada-i-sipia/44497/,3,https://img.3cat.cat/multimedia/jpg/1/1/1727863971511_326.jpg,Baixa,Menys de 30 minuts,,"['INGREDIENTS PER A 1 PERSONA100 g sobrassada de Mallorca100 g\u202f sípia1 llimonaPaMel de mil florsVi blancSal', 'INGREDIENTS PER A 1 PERSONA', '100 g sobrassada de Mallorca', '100 g\u202f sípia', '1 llimona', 'Pa', 'Mel de mil flors', 'Vi blanc', 'Sal']","['En una torradora o paella al foc hi posem un pa tallat per la meitat.\xa0', 'Traiem la pell de 100 g de sobrassada de Mallorca i la tallem en 4 rodelles. Les posem a la paella on hem torrat el pa i les torrem lleugerament per les dues bandes. Les reservem.\xa0', ""Tallem 100 g de sípia a trossets i l'afegim a la paella. La saltem fort 1 minut.\xa0"", ""Aboquem a la sípia un raig de vi blanc i la salem. La coem fins que l'alcohol s'evapori.\xa0"", ""En una torrada hi posem la sobrassada. Al damunt, la sípia saltada, una ratlladura de llimona i, per últim, un rajolí de mel de mil flors. Tapem amb l'altra torrada.\xa0""]","['Llimona', 'Porc', 'Sípia', 'Mel']"
Macarrons amb xoriço,https://www.3cat.cat/tv3/cuines/recepta/macarrons-amb-xorico/44996/,3,https://img.3cat.cat/multimedia/jpg/5/4/1729167548045_326.jpg,,,,"['Conserva de tomàquet', 'Xoriço', 'Porro o ceba', 'Una cullerada de farina', 'Un rajolí de llet', 'Sal', 'Pebre', 'Macarrons', 'Oli']","['En una paella amb poc oli posem la ceba o el porro tallats petitets, salem i deixem que vagi suant.', ""Posem l'aigua a bullir, salem i tapem fins que entri en ebullició, moment en què posarem els macarrons."", 'A la cassola amb la ceba afegim el xoriço, millor si té un punt picant.', 'Hi posem també tomàquet en conserva, no fregit, o concentrat de tomàquet.', 'Per amorosir la salsa, afegim una cullerada de farina i un rajoli de llet, com si fos una beixamel.', 'Escorrem la pasta quan estigui al dente i la barregem amb la salsa.', 'Rectifiquem de sal i hi afegim un polsim de pebre.']","['Tomàquets', 'Porro', 'Porc', 'Macarrons', 'Farina', 'Llet', ""Oli d'oliva verge extra""]"
Pasta Alfredo,https://www.3cat.cat/tv3/cuines/recepta/pasta-alfredo/44358/,3,https://img.3cat.cat/multimedia/jpg/8/9/1727089384798_326.jpg,Baixa,Menys d'una hora,,"['PER A UNA PERSONA', 'PER A UNA PERSONA', '', '120 g de pasta fresca50 g de parmesà1 filet de pollastreMantegaFarigola frescaLlimonaPebreSal', '50 g de parmesà', '1 filet de pollastre', 'Mantega', 'Farigola fresca', 'Llimona', 'Pebre', 'Sal']","['Posem una olla al foc amb aigua i la fem bullir.\xa0', 'Mentrestant, desfem una nou grossa de mantega en una paella.\xa0\xa0', 'Hi afegim un branquilló de farigola fresca.\xa0\xa0', ""Salpebrem un filet de pollastre i l'enrossim per les dues bandes amb la mantega.\xa0\xa0"", 'Mentrestant, ratllem 50 g de parmesà.\xa0', ""Si l'aigua ja bull, hi tirem la pasta. Nosaltres hem triat cintes, però pot ser qualsevol altra pasta. Millor si és allargada:\xa0tallarines, espaguetis..."", ""Afegim sal a l'olla i bullim la pasta el temps que calgui.\xa0"", 'Si el pollastre ja està fet, hi tirem unes quantes gotes de suc de llimona.', 'Retirem el pollastre de la paella. Afegim pebre a la paella amb la mantega.', ""Afegim una mica de l'aigua de cocció de la pasta a la paella amb la mantega i el formatge ratllat. Ho lliguem tot."", 'Tirem la pasta cuita a la paella.', 'Ho servim amb una mica de pela de llimona ratllada i una mica més de pebre.']","['Pasta', 'Llimona', 'Pollastre', 'Mantega', 'Formatge', 'Farigola', 'Pebre negre']"
Arròs sec de costella,https://www.3cat.cat/tv3/cuines/recepta/arros-sec-de-costella/44316/,3,https://img.3cat.cat/multimedia/jpg/2/2/1726814143522_326.jpg,Baixa,Més d'una hora,,"[""380 g d'arròs bomba600 g de costella de porc100 g de ceba rossa1/2 bulb de fonoll80 g de mongeta perona1 l de brou de porc1 llimaLlavors de mostassaColatura (o essència) d'anxovaClavell\xa0d'olorMarduixRomaníVi ranciCavaOli OVEPebreSal"", ""380 g d'arròs bomba"", '600 g de costella de porc', '100 g de ceba rossa', '1/2 bulb de fonoll', '80 g de mongeta perona', '1 l de brou de porc', '1 llima', 'Llavors de mostassa', ""Colatura (o essència) d'anxova"", ""Clavell\xa0d'olor"", 'Marduix', 'Romaní', 'Vi ranci', 'Cava', 'Oli OVE', 'Pebre', 'Sal']","[""Fem una marinada amb cava, clavell\xa0d'olor, boletes de mostassa i un tap de colatura d'anxova. Hi afegim la costella de porc trossejada\xa0i la deixem 12 hores en remull."", ""Eixuguem la costella, hi posem pebre\xa0i l'enrossim amb oli en una paella. Un cop feta, la reservem."", ""Afegim a la paella mig fonoll tallat a la juliana fina i la mongeta tallada a un gruix de dos dits. L'enrossim i hi afegim la ceba que ja tenim rossa, així com el vi ranci."", ""Quan l'alcohol s'ha evaporat, hi afegim l'arròs i el perlem."", 'Hi aboquem el brou ben calent i hi posen sal, pebre, la costella i un farcell fet amb marduix i romaní. Ho coem 10 min\xa0a foc fort i 2 min\xa0a foc mitjà. Passat aquest temps, ho tapem i ho deixem reposar 2 min.', 'Ho podem acabar amb un raig de llima per damunt.']","['Ceba', 'Mongetes', 'Porc', 'Arròs bomba']"
Ostres amb cítrics,https://www.3cat.cat/tv3/cuines/recepta/ostres-amb-citrics/44357/,3,https://img.3cat.cat/multimedia/jpg/1/6/1728976430161_326.jpg,Baixa,Menys d'una hora,Sense gluten,"[""12 ostres2 escalunyes1 taronja petita1 aranja1 iuzu60 ml vinagre d'arròs30 g sucreGingebreFulles d'apiMenta frescaCoriandreColatura d'anxovaOli OVEShiso"", '12 ostres', '2 escalunyes', '1 taronja petita', '1 aranja', '1 iuzu', ""60 ml vinagre d'arròs"", '30 g sucre', 'Gingebre', ""Fulles d'api"", 'Menta fresca', 'Coriandre', ""Colatura d'anxova"", 'Oli OVE', 'Shiso']","['Tallem a la microbrunesa dues escalunyes i les reservem en un bol.\xa0\xa0', ""Piquem també a la microbrunesa unes fulles tendres d'api i les reservem al mateix bol.\xa0"", ""Dissolem 30 g de sucre dins de 60 ml vinagre d'arròs. Si ens costa, podem escalfar una mica el vinagre.\xa0"", 'Traiem el suc a 1/2 aranja, una taronja petita i un iuzu.\xa0\xa0', 'Aboquem el vinagre al recipient amb les escalunyes. Hi tirem els sucs de cítrics.\xa0', 'Ratllem una punta de gingebre fresc dins la salsa.\xa0\xa0', ""Hi tirem un raig curt de colatura d'anxoves.\xa0"", 'Ho barregem.\xa0', 'Ho tapem i ho portem a la nevera un mínim de dues hores, però pot ser molt més.\xa0\xa0', ""Posem aigua a bullir. Quan bulli, l'apartem del foc i hi tirem un grapat de menta i coriandre. Després d'uns segons, traiem\xa0les fulles aromàtiques de l'aigua bullent i les tirem a un bol d'aigua amb gel.\xa0\xa0"", ""Traiem les herbes de l'aigua freda i les escorrem.\xa0"", ""Aboquem un raig molt generós d'oli al got batedor i hi afegim les herbes escaldades. Ho triturem. Passem al biberó.\xa0"", 'Obrim les ostres.\xa0', ""Servim les ostres amb una cullerada de salsa cítrica, unes gotes d'oli aromàtic i un tallet de fulla de shiso.\xa0""]","['Marisc', 'Taronja', 'Coriandre', 'Ceba', 'Gingebre', 'Api']"
Préssec de Lleida amb infusió de marialluïsa i agar-agar de menta,https://www.3cat.cat/tv3/cuines/recepta/pressec-de-lleida-amb-infusio-de-marialluisa-i-agar-agar-de-menta/44896/,3,https://img.3cat.cat/multimedia/jpg/3/7/1728649248173_326.jpg,,,,"[""INFUSIÓ\xa0DE MARIALLUÏSAInfusió de marialluïsa:300 g d'aigua75 g de sucre morèMentaMarialluïsa4 préssecs"", 'INFUSIÓ\xa0DE MARIALLUÏSA', 'Infusió de marialluïsa:', ""300 g d'aigua"", '75 g de sucre morè', 'Menta', 'Marialluïsa', '4 préssecs', '', ""AGAR-AGAR DE MENTA250 g d'aigua12 g de menta fresca50 g de xarop d'atzavara1 g d'espirulina1,5 g d'agar-agar"", ""250 g d'aigua"", '12 g de menta fresca', ""50 g de xarop d'atzavara"", ""1 g d'espirulina"", ""1,5 g d'agar-agar""]","['Fem una infusió de menta, que deixarem al foc uns deu minuts, i colem les fulles.', ""Hi afegim el xarop d'atzavara, l'espirulina i l'agar-agar\xa0i la deixem bullir un parell de minuts."", 'Després la deixem refredar a la nevera perquè es faci la gelatina.', ""En una altra cassola, posem a bullir la marialluïsa i unes fulles de menta, afegim el sucre de canya per fer una mena d'almívar i, finalment, els préssecs tallats."", 'Ho deixem bullir uns minuts sense que el préssec quedi massa tou.\xa0', ""Un cop feta la gelatina amb xarop d'atzavara, l'espirulina i l'agar-agar, emplatem els préssecs i l'afegim per sobre."", 'Ho podeu acompanyar amb gelat de vainilla i nous.\xa0', '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']",['Préssec']
Espaguetis amb gambes,https://www.3cat.cat/tv3/cuines/recepta/espaguetis-amb-gambes/44876/,3,https://img.3cat.cat/multimedia/jpg/9/4/1728561712649_326.jpg,Baixa,,,"[""Espaguetis de bona qualitatTomàquets cirerolsGambesAllJulivertOli d'olivaSalPebre"", 'Espaguetis de bona qualitat', 'Tomàquets cirerols', 'Gambes', 'All', 'Julivert', ""Oli d'oliva"", 'Sal', 'Pebre']","['Posem a bullir la pasta amb sal fins que estigui al dente. El temps varia en funció si ho preparem amb pasta seca o pasta fresca. És important que la pasta sigui de bona qualitat.\xa0', ""Mentre bull la pasta, confitem els alls laminats en una paella amb oli d'oliva i a mitja cocció hi afegim els tomàquets cirerols."", 'Netegem les gambes (poden ser congelades) deixant els caps i les afegim a la paella.', 'Salpebrem i deixem coure uns minuts.', ""Quan la pasta estigui cuita, aprofitem una miqueta\xa0de l'aigua de la cocció per incorporar-la\xa0a la paella amb les gambes i els cirerols.\xa0"", ""Retirem la resta de l'aigua i afegim la pasta escorreguda a la paella uns minuts perquè\xa0agafi el gust del sofregit.\xa0"", 'Afegim el\xa0julivert per sobre\xa0i emplatem.\xa0']","['Tomàquets', 'All', 'Espaguetis', 'Gamba vermella', 'Julivert']"
Fideus a la cassola amb pollastre,https://www.3cat.cat/tv3/cuines/recepta/fideus-a-la-cassola-amb-pollastre/44636/,3,https://img.3cat.cat/multimedia/jpg/0/8/1728287220580_326.jpg,Mitjana,Més d'una hora,,"[""INGREDIENTS PER A 4 PERSONES:300 g de fideus gruixuts200 g de cigrons cuits150 g de cansalada amb pebre100 g de ceba rossa1 l de brou de carn8 cuixetes de pollastre2 tomaconsVi ranciSalPebre negreCibuletLlorerCabeça d'allsOli d'arbequina"", 'INGREDIENTS PER A 4 PERSONES:', '300 g de fideus gruixuts', '200 g de cigrons cuits', '150 g de cansalada amb pebre', '100 g de ceba rossa', '1 l de brou de carn', '8 cuixetes de pollastre', '2 tomacons', 'Vi ranci', 'Sal', 'Pebre negre', 'Cibulet', 'Llorer', ""Cabeça d'alls"", ""Oli d'arbequina""]","[""Fem un bany de sal a 6 cuixetes de pollastre. Posarem 100 g de sal per litre d'aigua durant 30 minuts. Després les eixuguem bé.\xa0\xa0"", ""Les posarem en una paella amb oli arbequina i ho mig tapem. Les rostirem durant 30 minuts i les haurem d'anar girant.\xa0"", 'Quan estiguin rostides, les traiem de la paella i les reservem.\xa0\xa0', ""A la paella hi afegim 150 g de cansalada amb pebre tallada a quadradets i una cabeça d'alls tallada pel mig. Ho rostim.\xa0"", ""Hi afegim un raig de vi ranci i una fulla de llorer. Quan l'alcohol ja s'ha evaporat, hi posem 100 g de ceba rossa i 2 tomacons ratllats. Ho courem 5 minuts a foc baix.\xa0"", 'Afegim a la paella 300 g de fideus gruixuts i els enrossim.\xa0', 'També hi afegim el pollastre que havíem reservat.\xa0', 'Aboquem a la paella 200 g de cigró menut cuit i 1 litre de brou de carn que ja teníem calent en una olla. Ho coem a foc baix 10 minuts.\xa0', 'Emplatem les racions amb sal, pebre i una mica de cibulet per sobre.\xa0']","['Tomàquets', 'All', 'Cigró', 'Pollastre', 'Porc', 'Fideus', 'Llorer', 'Pebre negre', 'Ceba', 'Brou de carn']"
Crema de mores amb gelat de fulla de figuera i licor de mores,https://www.3cat.cat/tv3/cuines/recepta/crema-de-mores-amb-gelat-de-fulla-de-figuera-i-licor-de-mores/44978/,3,https://img.3cat.cat/multimedia/jpg/0/6/1729079391860_326.jpg,,,,"['PER A LA CREMA DE MORES', 'PER A LA CREMA DE MORES', '300 g sucre', '6 ous', '200 ml mores', '27 g midó de blat de moroPER AL LICOR DE MORES', '', 'PER AL LICOR DE MORES', '900 g sucre', '700 g mores', '1 litre aiguardent base', '375 ml aigua', '', '', '', '']","['Per a la crema de mores, barregem tots els ingredients en un cassó i el posem a foc lent sense parar de remenar.', ""Per al licor de mora, fem un almívar amb el sucre i l'aigua i el\xa0deixem refredar."", ""Macerem les mores amb l'aiguardent i hi afegim l'almívar fred."", ""El temps recomanat de maceració de les mores amb\xa0el licor seria d'unes dues setmanes.\xa0"", ""Per al gelat, posem llet a bullir i, quan trenqui l'ebullició, l'apartem del foc i hi afegim les fulles de figuera, sense el peduncle."", 'Deixem que infusionin unes dues hores i les traiem de la llet.', ""Amb la llet freda amb l'emulsió de figuera ho posem en fred per fer\xa0el gelat.\xa0"", ""Emplatem la crema de mora fent servir una màniga pastissera i l'acompanyem del gelat de fulla de figuera."", '\xa0', '\xa0', '\xa0', '\xa0', '\xa0']",['Mores']
Xocogamba de Roses,https://www.3cat.cat/tv3/cuines/recepta/xocogamba-de-roses/44916/,3,https://img.3cat.cat/multimedia/jpg/5/6/1728992326965_326.jpg,,,,"['PER FER EL BANY', 'PER FER EL BANY', '200 g\xa0cobertura de xocolata amb llet 53%PER AL\xa0PRIMER FARCIT', 'PER AL\xa0PRIMER FARCIT', '25 g\xa0mantega de cacau', '5 g sal Maldon', '100 g\xa0cobertura de xocolata blanca', '150 g\xa0praliné avellana', '60 g\xa0neulaPER AL\xa0SEGON FARCIT', 'PER AL\xa0SEGON FARCIT', '200 g cobertura xocolata blanca', '200 g\xa0praliné avellana', ""30 ml oli d'oliva\xa0verge extra de l'Empordà""]","['\xa0', 'Preparem el bany, temperant la xocolata amb llet a 29 graus i encamisem els motlles en forma de gamba.\xa0', 'Deixem que cristal·litzi.\xa0', 'Per altra banda, preparem el primer farcit: fonem la xocolata amb la mantega de cacau, hi afegim el praliné i ho temperem portant a 45 graus.', 'Tot seguit ho refredem, ho portem\xa0a 29 graus, hi afegim la sal i la neula i omplim els motlles amb 25 grams del farcit.', 'Tornem a deixar que cristal·litzi.', 'Per al segon farcit, fonem la xocolata blanca, hi afegim el praliné i ho portem a 45 graus.', ""Després baixem a 29 graus i ho emulsionem amb l'oli d'oliva.\xa0"", 'Omplim amb 30 grams del farcit\xa0els motlles i deixem que cristal·litzi.', 'Disposem\xa0totes les elaboracions.', 'Desemmotllem\xa0les gambes amb molt de compte, polint les imperfeccions.']","['Mantega', 'Xocolata', ""Oli d'oliva verge extra"", 'Xocolata blanca']"
